MES,FECHA VENTA,LÍNEA DE NEGOCIO,SUBCATEGORÍA 1,SUBCATEGORÍA 2,CANTIDAD,SUBTOTAL,TOTAL,COSTO 1,COSTO 2,COSTO 3,COSTO 4,COSTO 5,COSTO 6,COSTO 7,COSTO 8,COSTO 9,COSTO 10,COSTO 11,COSTO 12,COSTO 13,COSTO 14,COSTO 15,COSTO 16,COSTO 17,COSTO 18,COSTO 19,COSTO 20,COSTO 21,COSTO 22,COSTO 23,COSTO 24,COSTO 25,COSTO 26,COSTO 27,COSTO 28,COSTO 29,COSTO 30,COSTO 31,COSTO 32,COSTO 33,COSTO 34,COSTO 35,COSTO 36,COSTO 37,COSTO 38,COSTO 39,COSTO 40,COSTO 41,COSTO 42,COSTO 43,COSTO 44,COSTO 45,COSTO 46,COSTO 47,COSTO 48,COSTO 49,COSTO 50,COSTO TOTAL SIN IVA,COSTO TOTAL DEL SERVICIO,UTILIDAD BRUTA,MARGEN BRUTO,COL ESPECIAL 1,COL ESPECIAL 2,COL ESPECIAL 3,COL ESPECIAL 4,COL ESPECIAL 5,COL ESPECIAL 6
MARZO 2026,,CAM,Alimentos,WASABE FRESCO,4,$310.34,$359.99,$211.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$211.05,$244.82,$99.29,$0.32,DONBURI,,,,,
MARZO 2026,,CAM,Vinos,VINO TTO NAMA CP,2,$301.72,$350.00,$144.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$144.00,$167.04,$157.72,$0.52,COCTELERIA AUTOR,,,,,
MARZO 2026,,CAM,Destilados,GREY GOSSE,2,$293.10,$340.00,$92.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$92.80,$107.65,$200.30,$0.68,EXTRAS,,,,,
MARZO 2026,,CAM,Alimentos,AVOCADO HAMACHI,2,$293.10,$340.00,$56.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$56.75,$65.83,$236.35,$0.81,EXTRAS,,,,,
MARZO 2026,,CAM,Alimentos,O-TORO CON ACEITE TRUFA,3,$286.21,$332.00,$42.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$42.19,$48.95,$244.02,$0.85,MAKIS,,,,,
MARZO 2026,,CAM,Destilados,SAMBUCA NEGRO,3,$284.48,$330.00,$77.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$77.40,$89.78,$207.08,$0.73,DESTILADOS,,,,,
MARZO 2026,,CAM,Café Inf,EXPRESSO,5,$280.17,$325.00,$85.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$85.00,$98.60,$195.17,$0.70,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,HELADO TEM MATCHA,3,$269.40,$312.50,$113.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$113.72,$131.92,$155.68,$0.58,DESTILADOS,,,,,
MARZO 2026,,CAM,Alimentos,SH CHUTORO.,1,$254.35,$295.05,$54.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$54.59,$63.33,$199.76,$0.79,*MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,NG SALMON CON RAYU,5,$237.07,$275.00,$52.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$52.16,$60.50,$184.91,$0.78,MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,NG SALMON NORUEGA,3,$232.76,$270.00,$58.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$58.40,$67.74,$174.36,$0.75,MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,CALIF HAMACHI MK,2,$232.76,$270.00,$50.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50.98,$59.14,$181.78,$0.78,MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,SALSA SERRANITO,17,$219.83,$255.00,$24.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$24.33,$28.22,$195.50,$0.89,BEBIDAS,,,,,
MARZO 2026,,CAM,Alimentos,CALIF PULPO MK,3,$215.52,$250.00,$156.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$156.28,$181.28,$59.24,$0.27,*BEBIDAS,,,,,
MARZO 2026,,CAM,Alimentos,KEZURU MAKI.,1,$213.79,$248.00,$77.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$77.85,$90.30,$135.94,$0.64,MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,SH AKAMI.,1,$212.02,$245.94,$54.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$54.59,$63.33,$157.43,$0.74,MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,NG UNAGUI CON ACEITE TRUFA,2,$208.62,$242.00,$17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$17.98,$20.86,$190.64,$0.91,*EXTRA PROTEINA,,,,,
MARZO 2026,,CAM,Destilados,NAMI JUNMAI 60 ML,2,$206.90,$240.00,$104.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$104.55,$121.28,$102.35,$0.49,*MAKIS,,,,,
MARZO 2026,,CAM,Café Inf,ALMOND MILKSHAKE,4,$206.90,$240.00,$80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$80.00,$92.80,$126.90,$0.61,*TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,EX CAMARÓN,3,$206.90,$240.00,$37.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$37.50,$43.50,$169.40,$0.82,POSTRES,,,,,
MARZO 2026,,CAM,Alimentos,ENSALADA KANIKAMA,4,$206.90,$240.00,$66.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$66.16,$76.74,$140.74,$0.68,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Destilados,EXPRESSO MARTINI,1,$198.28,$230.00,$60.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$60.21,$69.85,$138.07,$0.70,TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,KAPPA MK.,4,$181.37,$210.39,$18.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$18.26,$21.18,$163.11,$0.90,TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,TM NEGI TORO,1,$181.03,$209.99,$27.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$27.21,$31.56,$153.82,$0.85,EXTRAS,,,,,
MARZO 2026,,CAM,Alimentos,NG KANIKAMA,5,$172.41,$200.00,$13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$13.81,$16.02,$158.60,$0.92,*EXTRAS,,,,,
MARZO 2026,,CAM,Alimentos,EX ATÚN,2,$172.41,$200.00,$86.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$86.32,$100.13,$86.09,$0.50,*EXTRAS,,,,,
MARZO 2026,,CAM,Destilados,COSMOPOLITAN,1,$168.10,$195.00,$51.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$51.44,$59.67,$116.66,$0.69,*EXTRA PROTEINA,,,,,
MARZO 2026,,CAM,Alimentos,TEMPURA PULPO MK,2,$155.17,$180.00,$110.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$110.15,$127.77,$45.02,$0.29,*EXTRA PROTEINA,,,,,
MARZO 2026,,CAM,Alimentos,DONBURI VEGANO.,2,$154.96,$179.75,$65.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$65.24,$75.68,$89.72,$0.58,*MAKIS,,,,,
MARZO 2026,,CAM,Vinos,VINO BCO NAMA CP,1,$150.86,$175.00,$72.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$72.00,$83.52,$78.86,$0.52,BEBIDAS,,,,,
MARZO 2026,,CAM,Destilados,BACARDI 8,1,$146.55,$170.00,$64.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$64.34,$74.64,$82.21,$0.56,BEBIDAS,,,,,
MARZO 2026,,CAM,Destilados,ROKU,1,$142.24,$165.00,$46.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$46.40,$53.82,$95.84,$0.67,*DONBURI,,,,,
MARZO 2026,,CAM,Vinos,ANTICAVINGA PROSECCO CP,1,$137.93,$160.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$137.93,$1.00,*DONBURI,,,,,
MARZO 2026,,CAM,Alimentos,AGUACATE,8,$129.31,$150.00,$15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$15.00,$17.40,$114.31,$0.88,*DONBURI,,,,,
MARZO 2026,,CAM,Alimentos,VEGETARIANO MK,2,$129.31,$150.00,$37.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$37.82,$43.88,$91.49,$0.71,*MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,CALIF UNAGI MK,1,$120.69,$140.00,$24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$24.62,$28.56,$96.07,$0.80,*MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,EX HAMACHI,1,$112.07,$130.00,$27.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$27.50,$31.90,$84.57,$0.75,*MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,SALMON KANIKAMA TM,1,$107.76,$125.00,$9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$9.48,$11.00,$98.28,$0.91,*MAKIS,,,,,
MARZO 2026,,CAM,Alimentos,SALMON EXTRA.,1,$103.78,$120.38,$20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.27,$23.51,$83.51,$0.80,EXTRAS,,,,,
MARZO 2026,,CAM,Alimentos,TEMPURA ROBALO MK,1,$103.45,$120.00,$29.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$29.89,$34.67,$73.56,$0.71,SASHIMI,,,,,
MARZO 2026,,CAM,Café Inf,GREY´S BERGAMOTA,2,$103.45,$120.00,$28.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$28.48,$33.04,$74.97,$0.72,ESP TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,CALIF ROBALO MK.,1,$90.12,$104.54,$26.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$26.91,$31.21,$63.21,$0.70,TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,CALIF HUACHINANGO MK,1,$86.21,$100.00,$41.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$41.26,$47.86,$44.95,$0.52,ESP TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,NG IKURA-LIMON,1,$85.34,$98.99,$35.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$35.61,$41.31,$49.73,$0.58,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Destilados,EXPRESSO TONIC,1,$81.90,$95.00,$7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$7.58,$8.80,$74.32,$0.91,NIGIRI,,,,,
MARZO 2026,,CAM,Destilados,BRUXO 2 ESPADIN,1,$73.28,$85.00,$64.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$64.41,$74.72,$8.87,$0.12,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Alimentos,SPICY PULPO TM,1,$68.97,$80.01,$42.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$42.32,$49.09,$26.65,$0.39,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Bebidas,RUSA,1,$38.79,$45.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$38.79,$1.00,ESP SASHIMI,,,,,
MARZO 2026,,CAM,Bebidas,AGUA MINERAL.,1,$26.68,$30.95,$17.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$17.24,$20.00,$9.44,$0.35,ESP SASHIMI,,,,,
MARZO 2026,,CAM,Alimentos,EX PASTA DE TRUFA,1,$25.86,$30.00,$2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.39,$2.77,$23.47,$0.91,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,*NITZUME,5,$19.87,$23.05,$8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$8.15,$9.46,$11.72,$0.59,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,AGUACATE.,1,$19.80,$22.97,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.00,$2.32,$17.80,$0.90,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,*SPICY MAYO,4,$17.24,$20.00,$10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.75,$12.47,$6.49,$0.38,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,*SALSA PONZU,3,$12.93,$15.00,$5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$5.61,$6.51,$7.32,$0.57,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,*CHILE TOREADO,1,$4.31,$5.00,$2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.16,$2.51,$2.15,$0.50,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,CANGREJO RUBI NG,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Vinos,EMILIO MORO 375 ML,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,BUTA NEGUI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,CURRY NAMBAN,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,ABURA INANIWA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,EBI WONTON SOUP,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,KINOKO BATA UDON,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Vinos,NERO D'VOLA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Destilados,SAKE NAMA 300 ML,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,CHAROLA CLASICA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,!CHAROLA 1,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,CHAROLA MIX,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,CHAROLA PREMIUM,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,!CHAROLA 2,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,!CHAROLA 3,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Café Inf,CAFE PERSONAL,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP COM NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,SAKE KAWA MAKI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP ENTRADA,,,,,
MARZO 2026,,CAM,Bebidas,RAMUNE STRAWBERRY,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Destilados,ZACAPA 23 BT,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Alimentos,OMAKASE 10 MAYO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Destilados,KUBOTA SENYU 720 ML,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Destilados,DASSAI 39 720 ML,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ESP NIGIRIS,,,,,
MARZO 2026,,CAM,Destilados,STOLICHNAYA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,*TEMAKI,,,,,
MARZO 2026,,CAM,Destilados,LICOR 43,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,*SASHIMI,,,,,
MARZO 2026,,CAM,Alimentos,CARGO COCINA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DONBURI,,,,,
MARZO 2026,,CAM,Alimentos,BOLSA KRAFT,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,*TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,CAJA 24 CM,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,DONBURI,,,,,
MARZO 2026,,CAM,Alimentos,CAJA 27 CM,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ENTRADAS,,,,,
MARZO 2026,,CAM,Alimentos,CAJA CUADRADA MK,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,CAJA NIGIRI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,OHASHI,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,SOUFFLERA 2 OZ,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,TAZON 16OZ,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ENTRADAS,,,,,
MARZO 2026,,CAM,Alimentos,!!EMPAQUE!!,143,$0.00,$0.00,"$7,274.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,274.41","$8,438.32","-$7,274.41",$0.00,ENTRADAS,,,,,
MARZO 2026,,CAM,Vinos,EMILIO MORO FINCA CP,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,ENTRADAS,,,,,
MARZO 2026,,CAM,Alimentos,EVENTO NAMA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,TEMAKI,,,,,
MARZO 2026,,CAM,Alimentos,RAMEN CERDO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
MARZO 2026,,CAM,Alimentos,NG ALMEJA MANTEQUILLA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
MARZO 2026,,CAM,Alimentos,RONQUEO CAMPANARIO,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
MARZO 2026,,CAM,Vinos,VINO BCO NAMA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
MARZO 2026,,CAM,Vinos,VINO TTO NAMA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
MARZO 2026,,CAM,Alimentos,ATUN EXTRA.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,POSTRES,,,,,
MARZO 2026,,CAM,Alimentos,ROBALO EXTRA.,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,SPICY UNAGI MK,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,TM UNI-IKURA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
MARZO 2026,,CAM,Alimentos,NG SEPIA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SERVICIOS,,,,,
MARZO 2026,,CAM,Alimentos,NG SIERRA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,SASHIMI,,,,,
MARZO 2026,,CAM,Alimentos,NG CORVINA,0,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,NIGIRI,,,,,
